timestamp_iso,status_code,latency_ms,error
2026-09-12T03:37:56.303135+00:00,201,72.1,
2026-09-12T03:37:56.336954+00:00,201,45.13,
2026-09-12T03:37:56.371464+00:00,201,30.71,
2026-09-12T03:37:56.404047+00:00,201,29.84,
2026-09-12T03:37:56.436668+00:00,201,65.88,
2026-09-12T03:37:56.470369+00:00,201,38.48,
2026-09-12T03:37:56.504356+00:00,201,41.44,
2026-09-12T03:37:56.536896+00:00,201,40.72,
2026-09-12T03:37:56.571278+00:00,201,37.95,
2026-09-12T03:37:56.603847+00:00,201,32.0,
2026-09-12T03:37:56.637376+00:00,201,53.35,
2026-09-12T03:37:56.670641+00:00,201,67.37,
2026-09-12T03:37:56.703908+00:00,201,56.51,
2026-09-12T03:37:56.736705+00:00,201,33.68,
2026-09-12T03:37:56.771162+00:00,201,37.9,
2026-09-12T03:37:56.803531+00:00,201,42.9,
2026-09-12T03:37:56.838471+00:00,201,49.99,
2026-09-12T03:37:56.870882+00:00,201,49.38,
2026-09-12T03:37:56.903890+00:00,201,46.94,
2026-09-12T03:37:56.937992+00:00,201,52.01,
2026-09-12T03:37:56.970974+00:00,201,53.23,
2026-09-12T03:37:57.003422+00:00,201,53.91,
2026-09-12T03:37:57.036634+00:00,201,35.01,
2026-09-12T03:37:57.071135+00:00,201,62.28,
2026-09-12T03:37:57.104522+00:00,201,45.27,
2026-09-12T03:37:57.137175+00:00,201,30.03,
2026-09-12T03:37:57.170904+00:00,201,75.16,
2026-09-12T03:37:57.204155+00:00,201,43.93,
2026-09-12T03:37:57.236755+00:00,201,43.74,
2026-09-12T03:37:57.270025+00:00,201,41.96,
2026-09-12T03:37:57.304758+00:00,201,36.98,
2026-09-12T03:37:57.337661+00:00,201,35.97,
2026-09-12T03:37:57.370659+00:00,201,34.96,
2026-09-12T03:37:57.404600+00:00,201,49.06,
2026-09-12T03:37:57.437680+00:00,201,34.17,
2026-09-12T03:37:57.471258+00:00,201,44.08,
2026-09-12T03:37:57.504634+00:00,201,43.91,
2026-09-12T03:37:57.536773+00:00,201,52.18,
2026-09-12T03:37:57.570050+00:00,201,56.0,
2026-09-12T03:37:57.604195+00:00,201,33.56,
2026-09-12T03:37:57.637613+00:00,201,31.46,
2026-09-12T03:37:57.671311+00:00,201,29.97,
2026-09-12T03:37:57.703940+00:00,201,48.12,
2026-09-12T03:37:57.736802+00:00,201,30.98,
2026-09-12T03:37:57.771214+00:00,201,44.7,
2026-09-12T03:37:57.804203+00:00,201,37.86,
