timestamp_iso,status_code,latency_ms,error
2026-09-21T00:30:32.782915+00:00,201,205.09,
2026-09-21T00:30:32.834134+00:00,201,161.82,
2026-09-21T00:30:32.883585+00:00,201,162.65,
2026-09-21T00:30:32.935151+00:00,201,160.52,
2026-09-21T00:30:32.985027+00:00,201,166.68,
2026-09-21T00:30:33.034369+00:00,201,183.75,
2026-09-21T00:30:33.084311+00:00,201,162.92,
2026-09-21T00:30:33.135512+00:00,201,156.96,
2026-09-21T00:30:33.183957+00:00,201,167.24,
2026-09-21T00:30:33.234271+00:00,201,164.92,
2026-09-21T00:30:33.283505+00:00,201,164.45,
2026-09-21T00:30:33.334612+00:00,201,165.84,
2026-09-21T00:30:33.383821+00:00,201,177.78,
2026-09-21T00:30:33.435196+00:00,201,163.42,
2026-09-21T00:30:33.484951+00:00,201,172.63,
2026-09-21T00:30:33.533846+00:00,201,170.98,
2026-09-21T00:30:33.584892+00:00,201,162.7,
2026-09-21T00:30:33.633647+00:00,201,165.78,
2026-09-21T00:30:33.683752+00:00,201,181.44,
2026-09-21T00:30:33.734488+00:00,201,161.15,
2026-09-21T00:30:33.784023+00:00,201,189.91,
2026-09-21T00:30:33.833485+00:00,201,184.2,
2026-09-21T00:30:33.884875+00:00,201,176.99,
2026-09-21T00:30:33.934582+00:00,201,158.42,
2026-09-21T00:30:33.984924+00:00,201,159.1,
2026-09-21T00:30:34.034136+00:00,201,174.52,
2026-09-21T00:30:34.083490+00:00,201,170.6,
2026-09-21T00:30:34.134412+00:00,201,163.53,
2026-09-21T00:30:34.183422+00:00,201,160.7,
2026-09-21T00:30:34.234266+00:00,201,160.08,
2026-09-21T00:30:34.284525+00:00,201,181.96,
2026-09-21T00:30:34.334304+00:00,201,160.51,
2026-09-21T00:30:34.384345+00:00,201,177.42,
2026-09-21T00:30:34.434216+00:00,201,173.47,
2026-09-21T00:30:34.483778+00:00,201,165.37,
2026-09-21T00:30:34.534425+00:00,201,163.12,
2026-09-21T00:30:34.584410+00:00,201,168.71,
2026-09-21T00:30:34.633642+00:00,201,164.91,
2026-09-21T00:30:34.684027+00:00,201,159.36,
2026-09-21T00:30:34.734205+00:00,201,167.97,
2026-09-21T00:30:34.784658+00:00,201,166.58,
2026-09-21T00:30:34.834454+00:00,201,164.12,
2026-09-21T00:30:34.885248+00:00,201,172.95,
2026-09-21T00:30:34.934802+00:00,201,170.83,
2026-09-21T00:30:34.984161+00:00,201,184.6,
2026-09-21T00:30:35.034864+00:00,201,194.21,
2026-09-21T00:30:35.084513+00:00,201,168.73,
2026-09-21T00:30:35.136083+00:00,201,208.97,
2026-09-21T00:30:35.184020+00:00,201,165.14,
2026-09-21T00:30:35.234244+00:00,201,249.0,
2026-09-21T00:30:35.285048+00:00,201,199.02,
2026-09-21T00:30:35.334354+00:00,201,170.07,
2026-09-21T00:30:35.384113+00:00,201,226.01,
2026-09-21T00:30:35.434124+00:00,201,244.51,
2026-09-21T00:30:35.484617+00:00,201,194.34,
2026-09-21T00:30:35.534570+00:00,201,163.99,
2026-09-21T00:30:35.584759+00:00,201,183.36,
2026-09-21T00:30:35.634012+00:00,201,212.49,
2026-09-21T00:30:35.685055+00:00,201,188.94,
2026-09-21T00:30:35.734016+00:00,201,179.38,
2026-09-21T00:30:35.834175+00:00,201,199.08,
2026-09-21T00:30:35.783834+00:00,201,250.36,
2026-09-21T00:30:35.884766+00:00,201,194.04,
2026-09-21T00:30:35.934808+00:00,201,190.51,
2026-09-21T00:30:35.985613+00:00,201,196.45,
2026-09-21T00:30:36.032848+00:00,201,208.19,
2026-09-21T00:30:36.083817+00:00,201,209.72,
2026-09-21T00:30:36.134001+00:00,201,228.36,
2026-09-21T00:30:36.185189+00:00,201,178.16,
2026-09-21T00:30:36.284620+00:00,201,165.24,
2026-09-21T00:30:36.234225+00:00,201,217.11,
2026-09-21T00:30:36.334304+00:00,201,189.77,
2026-09-21T00:30:36.383379+00:00,201,207.54,
2026-09-21T00:30:36.433736+00:00,201,204.87,
2026-09-21T00:30:36.484842+00:00,201,222.09,
2026-09-21T00:30:36.534793+00:00,201,196.93,
2026-09-21T00:30:36.583724+00:00,201,260.0,
2026-09-21T00:30:36.633688+00:00,201,210.74,
2026-09-21T00:30:36.683622+00:00,201,177.46,
2026-09-21T00:30:36.735052+00:00,201,199.21,
2026-09-21T00:30:36.784689+00:00,201,187.31,
2026-09-21T00:30:36.833810+00:00,201,205.45,
2026-09-21T00:30:36.934583+00:00,201,193.25,
2026-09-21T00:30:36.883577+00:00,201,251.32,
2026-09-21T00:30:36.984059+00:00,201,195.45,
2026-09-21T00:30:37.034936+00:00,201,210.91,
2026-09-21T00:30:37.084624+00:00,201,229.65,
2026-09-21T00:30:37.133855+00:00,201,199.41,
2026-09-21T00:30:37.184528+00:00,201,198.2,
2026-09-21T00:30:37.234062+00:00,201,167.7,
2026-09-21T00:30:37.284753+00:00,201,235.96,
2026-09-21T00:30:37.384930+00:00,201,203.25,
2026-09-21T00:30:37.333782+00:00,201,281.4,
2026-09-21T00:30:37.434002+00:00,201,181.81,
2026-09-21T00:30:37.485046+00:00,201,188.86,
2026-09-21T00:30:37.534756+00:00,201,208.81,
2026-09-21T00:30:37.583757+00:00,201,163.73,
2026-09-21T00:30:37.634654+00:00,201,228.61,
2026-09-21T00:30:37.734951+00:00,201,216.88,
2026-09-21T00:30:37.684650+00:00,201,268.65,
2026-09-21T00:30:37.784727+00:00,201,215.31,
2026-09-21T00:30:37.835021+00:00,201,190.46,
2026-09-21T00:30:37.934884+00:00,201,204.3,
2026-09-21T00:30:37.885143+00:00,201,254.82,
2026-09-21T00:30:37.983424+00:00,201,199.5,
2026-09-21T00:30:38.033743+00:00,201,164.89,
2026-09-21T00:30:38.084713+00:00,201,166.88,
2026-09-21T00:30:38.134078+00:00,201,160.9,
2026-09-21T00:30:38.184393+00:00,201,169.83,
2026-09-21T00:30:38.234592+00:00,201,163.6,
2026-09-21T00:30:38.283619+00:00,201,163.76,
2026-09-21T00:30:38.333631+00:00,201,166.25,
2026-09-21T00:30:38.383965+00:00,201,168.88,
2026-09-21T00:30:38.434765+00:00,201,169.07,
2026-09-21T00:30:38.483948+00:00,201,163.87,
2026-09-21T00:30:38.534275+00:00,201,160.92,
2026-09-21T00:30:38.583912+00:00,201,161.15,
2026-09-21T00:30:38.634877+00:00,201,159.81,
2026-09-21T00:30:38.684572+00:00,201,161.88,
2026-09-21T00:30:38.733966+00:00,201,167.49,
2026-09-21T00:30:38.783859+00:00,201,159.95,
2026-09-21T00:30:38.834800+00:00,201,159.93,
2026-09-21T00:30:38.884406+00:00,201,192.38,
2026-09-21T00:30:38.933840+00:00,201,166.91,
2026-09-21T00:30:38.983721+00:00,201,166.38,
2026-09-21T00:30:39.033739+00:00,201,166.87,
2026-09-21T00:30:39.083614+00:00,201,166.87,
2026-09-21T00:30:39.134947+00:00,201,175.67,
2026-09-21T00:30:39.184303+00:00,201,163.82,
2026-09-21T00:30:39.235053+00:00,201,159.58,
2026-09-21T00:30:39.283790+00:00,201,180.89,
2026-09-21T00:30:39.333880+00:00,201,177.02,
2026-09-21T00:30:39.384192+00:00,201,162.46,
2026-09-21T00:30:39.434103+00:00,201,163.49,
2026-09-21T00:30:39.483620+00:00,201,166.67,
2026-09-21T00:30:39.533707+00:00,201,170.46,
2026-09-21T00:30:39.584422+00:00,201,164.74,
2026-09-21T00:30:39.634140+00:00,201,160.02,
2026-09-21T00:30:39.684413+00:00,201,165.16,
2026-09-21T00:30:39.734237+00:00,201,166.54,
2026-09-21T00:30:39.785117+00:00,201,179.71,
2026-09-21T00:30:39.834471+00:00,201,181.56,
2026-09-21T00:30:39.883624+00:00,201,169.25,
2026-09-21T00:30:39.935286+00:00,201,171.6,
2026-09-21T00:30:39.984539+00:00,201,164.42,
2026-09-21T00:30:40.033461+00:00,201,181.98,
2026-09-21T00:30:40.084945+00:00,201,168.75,
2026-09-21T00:30:40.134614+00:00,201,160.81,
2026-09-21T00:30:40.184575+00:00,201,170.59,
2026-09-21T00:30:40.233819+00:00,201,169.89,
2026-09-21T00:30:40.283916+00:00,201,185.18,
2026-09-21T00:30:40.334089+00:00,201,158.78,
2026-09-21T00:30:40.384419+00:00,201,164.96,
2026-09-21T00:30:40.433910+00:00,201,163.94,
2026-09-21T00:30:40.484274+00:00,201,166.14,
2026-09-21T00:30:40.534136+00:00,201,164.58,
2026-09-21T00:30:40.585095+00:00,201,162.02,
2026-09-21T00:30:40.634107+00:00,201,159.95,
2026-09-21T00:30:40.684280+00:00,201,159.15,
2026-09-21T00:30:40.734912+00:00,201,162.72,
2026-09-21T00:30:40.784298+00:00,201,174.39,
2026-09-21T00:30:40.834484+00:00,201,176.65,
2026-09-21T00:30:40.883732+00:00,201,165.99,
2026-09-21T00:30:40.935044+00:00,201,163.37,
2026-09-21T00:30:40.984503+00:00,201,171.04,
2026-09-21T00:30:41.034957+00:00,201,180.37,
2026-09-21T00:30:41.085070+00:00,201,160.42,
2026-09-21T00:30:41.133993+00:00,201,174.39,
2026-09-21T00:30:41.184896+00:00,201,160.48,
2026-09-21T00:30:41.234897+00:00,201,171.42,
2026-09-21T00:30:41.283688+00:00,201,160.49,
2026-09-21T00:30:41.333908+00:00,201,160.35,
2026-09-21T00:30:41.384108+00:00,201,161.06,
2026-09-21T00:30:41.435026+00:00,201,179.65,
2026-09-21T00:30:41.484485+00:00,201,160.79,
2026-09-21T00:30:41.534493+00:00,201,165.51,
2026-09-21T00:30:41.584023+00:00,201,176.84,
2026-09-21T00:30:41.634746+00:00,201,167.28,
2026-09-21T00:30:41.683497+00:00,201,160.9,
2026-09-21T00:30:41.733876+00:00,201,181.61,
2026-09-21T00:30:41.784438+00:00,201,159.97,
2026-09-21T00:30:41.834196+00:00,201,178.09,
2026-09-21T00:30:41.884264+00:00,201,177.53,
2026-09-21T00:30:41.935218+00:00,201,172.32,
2026-09-21T00:30:41.985207+00:00,201,188.02,
2026-09-21T00:30:42.034155+00:00,201,164.33,
2026-09-21T00:30:42.083866+00:00,201,166.49,
2026-09-21T00:30:42.133872+00:00,201,181.09,
2026-09-21T00:30:42.185013+00:00,201,166.49,
2026-09-21T00:30:42.234978+00:00,201,170.7,
2026-09-21T00:30:42.284668+00:00,201,166.33,
2026-09-21T00:30:42.333826+00:00,201,165.31,
2026-09-21T00:30:42.385053+00:00,201,159.96,
2026-09-21T00:30:42.435106+00:00,201,178.99,
2026-09-21T00:30:42.483484+00:00,201,179.07,
2026-09-21T00:30:42.535159+00:00,201,161.39,
2026-09-21T00:30:42.583624+00:00,201,161.69,
2026-09-21T00:30:42.634819+00:00,201,186.44,
2026-09-21T00:30:42.684696+00:00,201,175.42,
2026-09-21T00:30:42.733632+00:00,201,162.62,
2026-09-21T00:30:42.785139+00:00,201,169.12,
2026-09-21T00:30:42.834780+00:00,201,178.24,
2026-09-21T00:30:42.883910+00:00,201,172.66,
2026-09-21T00:30:42.935138+00:00,201,161.41,
2026-09-21T00:30:42.983858+00:00,201,160.54,
2026-09-21T00:30:43.033592+00:00,201,173.94,
2026-09-21T00:30:43.084906+00:00,201,159.74,
2026-09-21T00:30:43.134596+00:00,201,185.86,
2026-09-21T00:30:43.184480+00:00,201,164.71,
2026-09-21T00:30:43.233695+00:00,201,184.37,
2026-09-21T00:30:43.284113+00:00,201,181.29,
2026-09-21T00:30:43.333414+00:00,201,180.53,
2026-09-21T00:30:43.385271+00:00,201,158.81,
2026-09-21T00:30:43.435096+00:00,201,160.41,
2026-09-21T00:30:43.485482+00:00,201,183.74,
2026-09-21T00:30:43.534068+00:00,201,161.9,
2026-09-21T00:30:43.584047+00:00,201,167.8,
2026-09-21T00:30:43.633948+00:00,201,162.9,
2026-09-21T00:30:43.683553+00:00,201,168.46,
2026-09-21T00:30:43.735614+00:00,201,167.27,
2026-09-21T00:30:43.785243+00:00,201,184.38,
2026-09-21T00:30:43.834468+00:00,201,182.04,
2026-09-21T00:30:43.883719+00:00,201,167.55,
2026-09-21T00:30:43.934418+00:00,201,161.77,
2026-09-21T00:30:43.985214+00:00,201,179.64,
2026-09-21T00:30:44.034146+00:00,201,177.22,
2026-09-21T00:30:44.083592+00:00,201,175.31,
2026-09-21T00:30:44.134086+00:00,201,172.07,
2026-09-21T00:30:44.185044+00:00,201,183.11,
2026-09-21T00:30:44.233857+00:00,201,160.87,
2026-09-21T00:30:44.284420+00:00,201,174.3,
2026-09-21T00:30:44.335051+00:00,201,177.62,
2026-09-21T00:30:44.384828+00:00,201,160.5,
2026-09-21T00:30:44.433577+00:00,201,173.71,
2026-09-21T00:30:44.484624+00:00,201,186.28,
2026-09-21T00:30:44.534807+00:00,201,168.48,
2026-09-21T00:30:44.584564+00:00,201,174.71,
2026-09-21T00:30:44.634167+00:00,201,159.24,
2026-09-21T00:30:44.683929+00:00,201,167.13,
2026-09-21T00:30:44.734554+00:00,201,167.77,
2026-09-21T00:30:44.783877+00:00,201,160.25,
2026-09-21T00:30:44.834208+00:00,201,177.91,
2026-09-21T00:30:44.883380+00:00,201,175.7,
2026-09-21T00:30:44.934006+00:00,201,161.24,
2026-09-21T00:30:44.984272+00:00,201,163.49,
2026-09-21T00:30:45.033499+00:00,201,184.67,
2026-09-21T00:30:45.084835+00:00,201,161.14,
2026-09-21T00:30:45.133493+00:00,201,183.65,
2026-09-21T00:30:45.183599+00:00,201,164.2,
2026-09-21T00:30:45.233719+00:00,201,169.38,
2026-09-21T00:30:45.283705+00:00,201,177.27,
2026-09-21T00:30:45.333711+00:00,201,166.39,
2026-09-21T00:30:45.385211+00:00,201,159.6,
2026-09-21T00:30:45.434346+00:00,201,180.72,
2026-09-21T00:30:45.483714+00:00,201,160.63,
2026-09-21T00:30:45.534909+00:00,201,172.23,
2026-09-21T00:30:45.584712+00:00,201,172.26,
2026-09-21T00:30:45.635145+00:00,201,161.88,
2026-09-21T00:30:45.684351+00:00,201,160.49,
2026-09-21T00:30:45.733616+00:00,201,158.31,
2026-09-21T00:30:45.784999+00:00,201,167.61,
2026-09-21T00:30:45.834736+00:00,201,188.21,
2026-09-21T00:30:45.885597+00:00,201,165.76,
2026-09-21T00:30:45.933504+00:00,201,165.22,
2026-09-21T00:30:45.983943+00:00,201,169.76,
2026-09-21T00:30:46.033901+00:00,201,166.36,
2026-09-21T00:30:46.084017+00:00,201,166.92,
2026-09-21T00:30:46.134968+00:00,201,164.37,
2026-09-21T00:30:46.184618+00:00,201,160.29,
2026-09-21T00:30:46.233601+00:00,201,181.5,
2026-09-21T00:30:46.284850+00:00,201,161.03,
2026-09-21T00:30:46.334427+00:00,201,161.57,
2026-09-21T00:30:46.384730+00:00,201,178.97,
2026-09-21T00:30:46.434354+00:00,201,166.35,
2026-09-21T00:30:46.483938+00:00,201,171.25,
2026-09-21T00:30:46.538577+00:00,201,160.44,
2026-09-21T00:30:46.584524+00:00,201,168.42,
2026-09-21T00:30:46.635011+00:00,201,178.2,
2026-09-21T00:30:46.684913+00:00,201,173.53,
2026-09-21T00:30:46.733931+00:00,201,172.99,
2026-09-21T00:30:46.784542+00:00,201,188.19,
